Art Image,Pose Probabilities
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/iconography/i - 397.jpeg,"[ 0.7587497  -0.88564354  0.5459783   0.890611   -0.5122759  -0.14349444
 -0.5234126  -0.24394111  0.38980696 -1.1632088  -0.29646578 -1.4196062
 -1.0354027  -1.5670152   0.02771041  0.27141026 -0.20465733  0.45505187
  1.0067816   1.3204236   4.469813    0.19687301 -1.0932171   2.9236946
 -1.4439524  -1.1806344  -0.6900087  -0.65938604 -0.5165874   0.7548323
  0.80553013  0.19340333 -0.8138188   0.19117565 -2.4106197  -0.6869086
 -0.32671365 -0.3004385   1.0546777   1.860885  ]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/iconography/i - 398.jpeg,"[ 2.1434765  -0.14840311  1.7573586   0.8699309   0.32417277 -0.27528515
 -0.80594844  0.67348844 -0.01906134 -1.2156677  -0.11612748 -1.4555757
 -0.8435266  -0.26033875  1.096139   -0.5164384  -0.16618583 -0.36510924
  0.62046754  0.04200533 -0.32414794 -0.40300635 -0.07629392  1.1012603
 -1.1438823  -1.0932317  -0.6861206   0.07030976 -1.356599    0.3260245
  0.6354796   0.37205508 -0.5042629  -0.3842775  -1.53432    -0.5654295
  1.5438789   1.1602235   1.1845977   0.33837292]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/iconography/i - 399.jpeg,"[ 1.9985669   0.8125302  -0.239079    0.35352063  0.01768536 -1.0240539
 -0.39766577  0.3387991  -0.16232798 -0.986349   -0.01649513 -1.2871809
 -1.1438909  -0.591855   -0.07040577  0.19414611 -0.93039197 -0.06534176
  0.5431807  -0.6002611  -0.30626142 -0.07984161  0.2220688   0.9352972
 -1.1269605  -0.09614231 -0.9511087  -0.03538289 -0.8160032  -0.03043204
  1.6278055  -0.35371524 -1.1476758  -0.17051834 -1.1374843  -0.7206897
  1.4011096   2.5327363   2.596318    0.9137518 ]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/iconography/i - 4.jpeg,"[ 2.5554976  -0.24551316  1.0396054   0.9601846   0.2760337   0.00685903
 -1.0107414   0.961593    0.22223689 -1.3164188  -0.5728025  -1.4068551
 -1.8856245  -0.975006    0.03344354 -0.07899506 -0.49603614 -0.40815362
  0.25892314 -0.7190929  -0.08368275  0.7370889   0.5048509   1.6240499
 -1.1540941  -0.87118727 -0.9911023  -0.35883746 -0.9802106   0.36755174
  0.08165801 -0.29461133 -0.2686311  -0.1478809  -1.64574    -0.9838574
  1.743521    2.3636303   2.1453803   1.012967  ]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/iconography/i - 40.jpeg,"[ 2.3611393   0.15069927  2.012914    1.3125663   0.58189636 -0.5322547
 -1.3287572   0.3958636   0.26329976 -1.3203679  -1.1669303  -1.1282314
 -0.9751593  -1.3423992  -0.02290414 -0.87255853  0.02414292 -0.45198312
  1.1742821  -0.719502   -0.46548915  1.3850574  -0.13621323  0.87868434
 -1.3986068  -1.4575746  -1.3175426  -0.48173344 -1.6615878   1.2305901
  0.87519073  0.0755595  -1.1179314   0.02723618 -1.4239457  -0.3677557
  2.3154604   1.6318542   2.279983    0.71300745]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/iconography/i - 400.jpeg,"[ 0.39389542 -0.58085835  0.85398185  1.9153973   0.31090102 -0.57183605
 -0.7066084  -0.24478462  0.361416   -1.6688937   0.37287614 -1.7377468
 -1.2384928  -1.1344681  -0.17005728  0.9773157   0.01402395  0.10949022
  0.8532197  -0.04679909 -0.05882205 -0.04600304  1.3454202   0.79104465
 -0.59899426 -1.1946374  -1.2277263   0.17336781 -1.2287717  -0.7811922
  1.2983516  -0.03954643 -1.188685   -0.73383707 -0.6408818  -0.39107344
  2.5963042   1.5766436   2.0066614   0.28040382]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/iconography/i - 401.jpeg,"[ 2.393565    0.2642765   0.6716655   0.1553524   0.61805695  0.45515415
 -0.3745105   1.0625525   0.26691636 -1.4988747  -0.5303996  -1.0698755
 -1.2085204  -0.6400292   0.3798991  -0.23556158 -0.69043595 -0.4843648
  0.08940946  0.07647876  0.3889605   0.61613184  0.09560159  1.9241776
 -1.5741911  -1.3415576  -0.7680556  -0.02678174 -1.2871189   0.2076817
  0.12693037 -0.22626679 -0.48252568 -1.1425651  -2.0738993  -0.19890285
  0.6466715   1.7762135   2.5389295   1.0998106 ]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/iconography/i - 402.jpeg,"[ 4.3362382e-01  1.2581706e-01 -1.3218266e-01  1.4247169e+00
  1.5207231e-01 -5.8499718e-01  9.2606083e-02  1.1945831e+00
  2.0713214e-02 -1.7789080e+00 -9.1540414e-01 -7.9131496e-01
  9.3665123e-03 -3.2456964e-01 -5.2564400e-01  1.2780208e-02
 -2.2046269e-01  1.8375424e-01 -8.4277811e-03 -1.2250621e+00
 -1.5718676e-03  2.3658757e+00  1.2185622e+00  1.5951946e+00
 -1.7147295e+00 -1.1309896e+00 -1.4034537e+00 -9.6395856e-01
 -1.4888477e+00 -5.2830142e-01 -6.6790265e-01  4.0110230e-01
 -2.2078331e-01  1.0002213e+00 -2.6265643e+00 -3.5521853e-01
  1.7669817e+00  1.8722842e+00  1.4819111e+00  2.2571254e+00]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/iconography/i - 403.jpeg,"[ 2.754463   -0.07787329  0.3405707   0.54268175  0.3809151   0.07437284
 -0.53020763  0.6032587  -0.21364532 -1.0415257   0.07294229 -0.94019306
 -1.218767   -0.66512644  0.37658837 -0.07213783 -0.46695787 -0.556868
  0.3886305  -0.44526845  0.37007087  1.1763643   0.4284981   1.2173052
 -1.4615848  -0.25662252 -0.54972494 -1.033544   -1.0879936   0.08726935
 -0.2929894   0.17616227 -0.47339743 -0.46899363 -1.7027212  -0.68394667
  1.0469735   1.7396611   1.3898121   1.0735501 ]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/iconography/i - 404.jpeg,"[ 3.5040224   0.41137293  0.58752704  0.22424917  0.480261   -1.0035747
 -0.8613732   0.9850104  -0.11028904 -1.5419873  -0.6986754  -1.2611219
 -1.4399807  -0.3195869   0.5055527  -0.58793646 -0.3228954  -0.32131058
  0.9903438  -0.84470445  0.37665784 -0.31911874 -0.8167082   1.5278096
 -2.1130095  -1.4966702  -1.3532631  -0.5985241  -1.6685863   0.9858205
  1.5399902   0.7129181  -1.7180068   0.44811484 -1.1633918  -0.6132927
  1.4086272   2.852302    2.954349    0.67908263]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/iconography/i - 405.jpeg,"[ 1.7360685  -0.23352526  3.3267062   0.70972776 -0.05100585 -0.11424468
 -0.712728    0.8574765  -0.21502866 -1.3434378  -0.49725395 -2.0466259
 -1.0032622  -1.1303549  -0.95694023 -0.01835756 -0.2847881  -0.49818334
  0.90196514  0.40536758  0.19772075  1.2276304   0.08982781  0.26264867
 -1.7581633  -0.86414826 -1.5783701  -0.56750953 -2.1959727   0.43651223
  0.6748617   1.2089869  -1.5421283   0.14159556 -1.3125374   1.8527737
  2.0523198   0.9993747   1.7228085   0.12018972]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/iconography/i - 406.jpeg,"[ 2.0822442  -0.01113862  2.1170394   1.8859737  -0.09539323 -0.27364752
 -1.1867648   0.28046426 -0.3179671  -1.6176242   0.11591086 -1.5362465
 -1.2126718  -1.3461962   0.06520854 -0.7819679   0.11481279  1.1501607
  0.3117556  -0.18245155  1.0913621  -0.1906694  -0.76609105  0.8084668
 -2.2858422  -1.7340492  -0.67406017 -0.92026997 -0.05842857  1.8157333
  1.4656951  -0.01775256 -1.1399308  -0.3712983  -2.152699   -0.42420506
  1.1088583   0.9367065   1.5216875   2.425289  ]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/iconography/i - 407.jpeg,"[ 2.0614793   0.3480176   0.91049224 -0.3132282   0.6426537   0.1131795
 -0.33055773  0.75940275 -0.40651846 -0.5488097  -0.47097975 -0.82667315
 -0.6260948   0.00867008  0.5825371  -0.11879399 -0.48480076 -0.6932718
  0.20958784 -0.13771191  0.8335758   0.6448594  -0.44351262  0.56811255
 -1.8705142  -0.27264723 -0.81940424 -0.6668752  -1.1005517   0.64885175
  0.2178768   0.62593836 -0.24881333 -0.8015686  -0.8840345  -0.38601768
 -0.27769655  2.0593257   1.0004392   0.4940791 ]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/iconography/i - 409.jpeg,"[-0.12428214  0.30851203  0.6409595   1.135958    0.7013135  -0.64509547
 -1.2415957   0.36087027  0.70377016 -2.3943813  -0.729897   -1.9578627
 -1.199351   -1.3137438   0.7741153   0.87812364 -0.2811146  -0.24367318
  0.86658424 -0.7295577   0.1799996   0.7553715   0.19259486  2.9011168
 -1.0968246  -1.7880377  -1.1417972  -1.5777799  -1.5189469   0.07358641
  1.6902779   0.6884466  -1.5203395   0.15086846 -2.2693286  -0.79216874
  1.7902231   1.5525926   3.5510933   2.6693928 ]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/iconography/i - 41.jpeg,"[ 3.3025658   0.4750991   0.9442713   0.23836039  0.30341187 -0.5073355
 -0.16888621  0.8884355  -0.05469692 -1.269165   -0.10236272 -1.087394
 -1.7571262  -0.26392302  0.27751008 -0.239365   -0.46879962 -0.01525212
 -0.06666496  0.13499841 -0.11846464 -0.10393164 -0.51776236  0.71675164
 -1.6435587  -1.4222951  -0.54784155 -0.00557968 -1.0029907   0.50000405
  0.9724503   0.19562119 -0.38212743 -1.0890136  -1.1105593  -0.56298435
  1.0635812   1.7826208   2.0528395   0.6595607 ]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/iconography/i - 410.jpeg,"[ 1.7378544   0.54496145  0.12072512  0.71217304  0.37310416 -0.13698938
 -0.6242998   0.24777201  0.8451248  -1.4538959  -0.06374717 -1.0510353
 -1.2818894  -0.9651649   0.18392292  0.7345663   0.17754847 -0.42604896
  0.6873133  -0.6354896  -0.12228166  0.3481463   0.16936943  1.8222214
 -1.3213397  -1.3109783  -1.8270073  -0.46797955 -1.2407901  -0.2642243
  0.43648845  0.25344688 -0.6959888  -0.6883281  -1.538847   -0.86709356
  1.9890885   1.7671161   2.7909186   1.0415555 ]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/iconography/i - 412.jpeg,"[ 1.6440109  -0.03993965  1.1672853   0.9356042   0.78014374 -0.17652157
 -1.2591242   1.1224781   0.54895335 -1.9430367  -0.38413537 -2.0348942
 -1.1901119  -1.2326143   0.6398334  -0.15094893 -0.17453912 -0.09176233
  0.85611004 -0.97906387  0.0646546   0.11759164  1.2672242   1.0388933
 -1.4753915  -1.6954304  -1.5016977  -0.98352414 -1.4886256  -0.25777555
  1.4544878   0.43817374 -1.4894794   0.2688865  -1.4117149  -0.5760278
  2.4823785   1.5459973   3.0031197   1.16053   ]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/iconography/i - 411.jpeg,"[ 2.4235046   0.6489008   1.5715387   0.35735527  0.0414593  -1.137899
 -0.89474034  1.0225278   0.8888388  -1.4874802  -0.55635625 -1.1405352
 -1.2430314  -0.8545564   0.04132867 -0.874481   -0.30335695 -0.14897442
  0.8704014  -0.83347243 -0.04641821  0.7966702   0.18846533  1.0788219
 -1.3398458  -1.3328236  -0.84420174 -0.8224214  -1.6068119   1.6125734
  0.51121676  0.6884002  -0.87573266 -0.6385363  -0.95228404 -0.58172745
  0.9595548   1.5637735   2.143027    1.1073298 ]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/iconography/i - 413.jpeg,"[ 2.8353636   0.3112514   0.3991802   0.35169858  0.5561516  -0.43141827
  0.17093521  0.13649057 -1.3590287  -1.130883   -0.7002677  -0.53277713
 -1.116299   -0.07912096  0.9084378   1.3053241  -1.2861555  -0.99041903
  0.13380669 -0.65241116 -0.7253684  -0.05335183 -0.00849907  0.86487114
 -0.6788622   0.15599786 -0.71721673  0.8336191  -0.74586874  0.04458441
  0.08418327 -0.06299621  0.22935887  0.1678824  -1.3054053  -1.3827726
  0.3749728   2.7026577   1.2935367   0.09882057]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/iconography/i - 414.jpeg,"[ 1.9026459e+00  1.1795013e-01  1.2041343e+00  4.7898066e-01
  1.5596566e-01 -3.7992859e-01 -1.8281434e-01  6.7417479e-01
  2.4519767e-01 -1.2604568e+00 -1.1234803e-01 -9.2301416e-01
 -1.1714760e+00 -4.1865149e-01 -9.3043536e-01 -7.0735790e-02
 -2.8328314e-01 -1.3514414e-01  3.2620552e-01 -6.0627717e-01
 -2.0049842e-01  3.5675669e-01  6.9418657e-01  8.0713415e-01
 -9.3872356e-01 -3.7502399e-01 -5.3862119e-01 -8.7724173e-01
 -1.1531019e+00  8.1101090e-01 -1.2761872e-01 -8.6009875e-04
 -2.7089745e-01 -5.0989205e-01 -1.3438394e+00 -8.3664215e-01
  1.3554893e+00  1.6536951e+00  1.6041471e+00  1.2598501e+00]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/iconography/i - 415.jpeg,"[ 1.0100657  -0.09847075  1.0065174   1.3003887   1.1947738  -0.87890214
 -0.00954394  0.20633495 -0.5220287  -0.5974212  -0.40882483 -0.97289884
 -0.67929363 -0.05902847 -0.14630556  0.8445129  -0.43756813 -0.46024635
  0.6390405  -0.17528595 -0.24820761 -0.22921558  0.70778424  0.4387815
 -1.3723701  -0.73089945 -1.5129153   0.5062309  -1.0448173  -0.15985018
  0.9450701  -0.9313421  -1.5294484   0.29504725 -1.3924975  -0.3413593
  1.4102716   1.258023    2.6031733   0.5727209 ]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/iconography/i - 417.jpeg,"[ 1.3374817   0.00871738  1.4955703  -0.09524317 -0.17428496 -0.13381477
 -0.8886642   0.94330657 -0.04363817 -1.6342139  -0.49816987 -1.2472519
 -1.8815348  -1.1578522  -0.02647511 -0.23117982  0.23838818 -0.5529039
  0.38181183 -0.84826344 -0.3136749   0.3111916  -0.50749177  3.6936073
 -1.313195   -1.1201011  -1.105426   -0.5529715  -1.5408362   1.5781753
 -0.26111838  1.5047463   0.44086874  0.0616478  -1.2879788  -0.5440025
  1.2220613   1.6731224   1.2168905   1.8526973 ]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/iconography/i - 418.jpeg,"[ 0.20406413 -1.3896484  -0.1420449  -0.19778791 -0.24639167 -0.9496276
 -0.47512448 -0.45848197 -0.9355788  -1.3701755  -0.1125806  -0.9439749
 -0.8019068  -1.6721278  -0.16677502  0.21428615 -0.3964532  -0.09871335
  1.0086097  -0.7795852  -0.31479752 -0.4897257   0.22939305  5.771452
 -1.1967435  -1.2648225  -0.8915873  -0.40777376 -0.9295558   0.79278296
  0.36938637  0.92392325 -0.33140934  2.546717   -1.8759482  -0.9505265
  3.407093    1.6891637   0.93137276  1.7016239 ]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/iconography/i - 419.jpeg,"[ 1.5637665  -0.19488601 -0.44011965 -0.35188845 -0.09874167  0.28669408
 -0.7509204  -0.02655566  0.30634072 -1.4672835   0.01158306 -0.4306816
 -1.1013145  -1.0706912  -0.10558666 -0.7740531   0.21399376 -0.3658551
  0.7837439  -0.3170019   0.23143528  0.54923683  0.12191622  3.9517252
 -0.25645807 -1.0144618  -1.1072068  -0.56394476 -1.278106    0.89541703
  0.14228693  1.0369124  -0.4606473   0.23649375 -2.0773625  -0.6967822
  1.0891037   0.5072862   1.6400371   1.3825773 ]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/iconography/i - 42.jpeg,"[ 2.6463847  -0.20365873  1.1207837   0.8504144  -0.17507945  0.21013713
 -0.84616864  2.022357    0.45216238 -1.8250419  -0.73773235 -1.6753964
 -1.8065422  -1.1513946   0.08087304 -0.45048356  0.17796718 -0.4314089
  0.6365794  -0.88700396  0.09292594  0.78312665  0.3121321   1.5434297
 -1.5172974  -1.5876591  -1.2842499  -1.08381    -1.8886728   0.9639893
 -0.05907267 -0.01927201 -0.8429949   0.02193528 -1.7480173  -0.46877694
  1.3243514   1.6163474   4.118446    1.7153927 ]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/iconography/i - 421.jpeg,"[ 1.9107580e+00 -2.8458405e-01  9.4788593e-01  2.4868539e-01
  7.2739214e-01  3.1691271e-01 -2.1607618e-01  8.3994788e-01
 -7.1237177e-01 -6.0715419e-01 -3.8556227e-01 -5.4684049e-01
 -8.3912766e-01 -2.0312057e-01  1.9538000e+00  3.7065336e-01
 -1.0257796e+00  7.9686381e-04  1.5260398e-01 -5.7324308e-01
 -2.5634319e-01  5.0645161e-01 -1.7413346e-01  5.9468740e-01
 -1.0750164e+00 -3.4105876e-01 -5.6725723e-01  2.6883593e-01
 -8.2873577e-01 -7.9147160e-02  4.4012278e-01 -4.0518826e-01
 -5.9285134e-01 -6.8659997e-01 -1.1257733e+00 -7.2125494e-01
  5.3675979e-01  1.4890496e+00  8.4814656e-01  9.3731694e-02]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/iconography/i - 422.jpeg,"[ 1.9868311  -0.38212535  0.20752826  1.1186647   1.0852987  -0.89501673
 -0.08262934 -0.16237284  0.4183101  -0.95898604 -0.90298045 -0.5255265
 -1.0453633  -0.01925772 -0.37787282  1.4834327  -0.3110236  -0.74127764
  0.23249112 -1.3191864  -0.38270655  1.0295001   0.34550276  0.4522085
 -1.3984655  -0.8110939  -1.4297616   0.3707205  -0.9163736  -0.86920273
  1.1189711   0.1722735  -0.2835124   0.0900939  -1.5908507  -0.219542
  1.7682716   2.1294158   1.6310474  -0.01543435]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/iconography/i - 423.jpeg,"[ 3.2261765  -0.07920536  1.0157434   0.36066136  0.7618616   0.15766922
 -1.3249543   0.82619756  0.43633118 -1.3700899  -0.91339743 -1.6733397
 -1.4378005  -1.1703389   0.9968586   0.07215037 -0.5269037  -0.5568126
  1.0101683  -0.4335834   0.6844652   0.25047612 -0.45218167  2.1188176
 -1.6888223  -1.5402873  -1.1891912  -0.33986467 -1.8380612   0.14827742
  0.9393024   0.92756736 -1.2373631  -0.21481304 -1.4236887  -0.7430354
  0.46411195  2.5614855   1.631823    1.5635917 ]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/iconography/i - 424.jpeg,"[ 1.9116815  -0.7096055   1.4713844   0.463034    0.24976298 -0.91111803
 -0.578209    0.9673542  -0.1387675  -1.8218848  -0.5683597  -0.7995149
 -0.48919564 -0.81204957 -0.16180734  0.02174683  0.04154808 -0.05103977
  0.82271355 -0.3794983  -0.11219316 -0.27295357  0.8027369   1.4341394
 -1.2229173  -0.48063877 -0.73652583 -0.59231675 -1.2658756   0.7486665
  0.53111404 -0.25546825 -0.9438001  -0.47574756 -1.5876731   0.203199
  1.6069441   2.1931121   1.302187    0.59583753]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/iconography/i - 425.jpeg,"[ 0.05239452 -0.9746727   1.0560142   1.1545309   0.40204707 -1.1252956
 -0.2515061  -0.12847513  0.44158497 -2.0470128  -0.6590631  -0.45302778
  0.21476987 -1.3990585  -1.0331233  -0.11566863  0.07332711  0.58141464
  0.5813857  -0.5622396   0.27334836 -0.23423916  1.3288679   0.3718075
 -0.838771   -1.4570875  -0.73166037 -0.6014545  -1.3267304   0.33170927
  0.5784685  -0.7919486  -0.40993202  1.195958   -0.57843673 -0.8077095
  1.5034462   3.0416327   2.8549566   0.48944917]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/iconography/i - 426.jpeg,"[ 0.884409   -1.0939274  -0.5954062   0.19946067  1.1155578   0.18833718
  0.5278257  -0.02837805 -0.02168549 -0.3387196   0.37634322 -0.39375687
 -0.4047468  -0.543153   -0.9112056   1.5878999  -0.89722234 -0.28174025
 -0.52147883  0.18175107 -0.5502519  -0.03189686  1.0340708   0.1785316
 -0.07771274 -0.22200255 -0.4389293   0.65892553 -1.456763   -0.6656597
  0.02971703 -1.2138336  -0.53146136 -0.04158131 -1.4034218  -0.30024478
  2.5273643   1.9117811   1.7515489  -0.18834537]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/iconography/i - 427.jpeg,"[ 0.19940175 -0.83170915  0.95713377  0.9162876   0.24155515 -0.7530991
 -0.8560622   0.66768396  0.0703452  -1.6807559  -0.7786259  -0.5542811
 -0.6001389  -0.82058567 -0.40879118 -0.19873855 -0.44746795 -0.25336286
  0.81367934 -0.8661672  -0.5565678   1.095652    1.3422709   1.6958729
 -1.1620679  -0.499949   -0.9124214   0.51719695 -1.0581138   0.29211485
  0.95678866 -0.02057898 -0.29511702  0.49955663 -1.6558168   0.08313829
  1.1782905   1.485044    1.073786    1.1246167 ]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/iconography/i - 429.jpeg,"[ 0.58838856 -0.11829651  1.4772937   2.415209    1.2472055  -0.8799771
  0.8689825   0.19794339 -0.3254248  -1.3140204  -0.49261808 -1.0213089
 -0.53065157 -0.21339811 -0.08315834  0.31813052 -0.5563049  -0.28034642
  1.0632936  -0.41290966 -0.42705536  0.5969531   0.21005438  0.7106414
 -1.1577833  -1.1011463  -1.0799457  -0.98719203 -1.4647851   0.1384669
  0.09280258 -0.9602197  -0.68766755  0.98963237 -1.7323519  -0.07869922
  1.3737893   0.05280443  2.550498    1.0131699 ]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/iconography/i - 43.jpeg,"[ 2.97111452e-01 -7.38708615e-01  9.62218940e-01  8.51819217e-01
  1.25407726e-01 -1.81784630e-02 -8.13266814e-01  5.70831418e-01
  3.19711566e-01 -1.24083841e+00 -5.74347258e-01 -1.46661651e+00
 -1.24345374e+00 -1.74579287e+00 -8.94493341e-01 -1.15263745e-01
  8.22750151e-01 -3.28002498e-03  1.11038959e+00 -8.54758024e-01
 -6.40232325e-01  9.03968215e-01 -5.03461182e-01  3.43057585e+00
 -1.04428709e+00 -8.45871329e-01 -1.38050854e+00 -5.37764251e-01
 -1.21719110e+00  1.05191112e+00  4.75674987e-01  7.27080226e-01
 -1.42440088e-02  9.89238977e-01 -1.57370591e+00 -2.64956430e-02
  1.46515274e+00  1.85436904e-01  1.44130290e+00  1.76217663e+00]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/iconography/i - 430.jpeg,"[ 1.0947535   0.16109827  1.5897622   0.5406661   0.74359864 -0.1346811
  0.04181476  0.9077706   0.36544594 -1.0007242  -0.85614455 -1.100132
 -0.6471771  -0.7565303  -0.11133618  0.44797984 -0.17600684 -0.14989227
  0.22783293 -0.7659671  -0.5018501   1.0586668  -0.04304608  1.5556959
 -1.2314129  -0.979354   -0.9337122  -0.23177688 -1.1294249   0.59838134
  0.44063884 -0.7793087  -0.4988862  -0.1470451  -1.8777853  -0.52063113
 -0.21619296  2.0229304   1.7976043   1.1943784 ]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/iconography/i - 431.jpeg,"[ 3.5853586   0.43310925  0.941658    0.1112661   0.3042576  -0.37046883
 -0.83345324  0.03365041  0.3385404  -1.1260253  -0.48397616 -1.3463963
 -1.6437699  -0.20456769  1.3810914  -0.54380214 -0.58099306 -0.32301545
  0.89577657 -0.01307898  0.6958613  -0.26901352 -0.7694117   1.5801945
 -1.8620774  -1.1068009  -1.2239699  -0.5620016  -1.3531021   1.5912441
  0.8248943   0.1709145  -1.5065416  -0.6558489  -1.6672664  -1.0363786
  1.1110427   2.4426858   2.3606124   0.6798041 ]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/iconography/i - 432.jpeg,"[ 1.2377481  -0.05048329  1.0156871   1.1789367   0.98522884 -0.36418614
 -0.82909817  0.5481025   0.25284192 -1.6281401  -0.0835651  -1.1369888
 -0.44081262 -0.89306194  0.36880535  0.42989764 -0.85021055 -0.24574336
  0.40333718 -0.832846   -0.06233531  0.43966696  0.81743443  1.6846547
 -0.8686552  -1.1909732  -1.424494    0.541437   -1.6273991  -0.24004288
  1.0572315  -0.57170576 -1.2234336  -0.33664283 -1.2055275  -0.7916639
  1.7220956   1.832986    1.8421499   0.53976595]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/iconography/i - 433.jpeg,"[ 0.6085462  -0.3922169   0.7195124   1.2145613   0.98736006 -0.51192725
 -0.3312392   0.39022908  0.45452803 -1.3833082   0.14315309 -1.2903003
 -0.8140675  -0.74472547  0.07094352  0.7942111  -0.49355975 -0.34920776
  0.59342676 -0.21947743  0.31489605  0.78275007  0.8758722   0.571119
 -1.1269401  -0.8452786  -1.4920977   0.42978567 -1.1552002  -0.67980814
  0.6225442  -0.11428274 -0.70606744 -0.50694144 -0.5890421  -0.22677061
  1.6086177   1.1140355   1.4524025   0.2239605 ]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/iconography/i - 434.jpeg,"[ 0.98846877  0.74945766  2.0201998   0.38708383  0.48199776 -0.48500204
 -0.424583    0.6846716   0.16668239 -1.0044754  -0.14036427 -1.8509184
 -1.3425834  -0.59757483 -0.02609525  0.46826503 -0.30146927  0.362378
  0.425358   -0.62705755 -0.18376452  1.1718323   0.1670473   0.4123286
 -0.68821114 -1.050003   -1.1844218  -0.6430248  -1.0134377  -0.2628867
  1.5654161  -1.5725743  -0.77204597 -0.7785642  -1.5754352  -0.00887037
  2.391707    1.2832831   2.5191123   0.2880707 ]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/iconography/i - 435.jpeg,"[ 1.2297984  -0.48031154  1.4041512   1.7072662   0.6049216  -0.02511233
 -0.6159796   1.4439778  -0.04186876 -1.8298815  -0.58596134 -1.0735573
 -1.4139568  -1.3761793  -0.69357854 -0.17677613  0.27142167 -0.8565992
  0.39784512 -0.03942731  0.26613286  0.09206263 -0.02798816  1.5009604
 -1.7187572  -1.7977645  -0.92431647 -0.987617   -2.0813706   0.44322944
 -0.26703233  0.7713413  -0.6423024  -0.01503074 -1.3179128   0.7418662
  1.1928339   1.8634377   3.4173925   1.6406404 ]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/iconography/i - 436.jpeg,"[ 2.3071542   0.33730248  1.3596834  -1.0358821   1.2789558  -1.6148471
 -0.54795146 -0.39905906 -0.36170965 -1.100715   -0.41373387 -1.2488174
 -1.1041805  -0.558138   -0.41036668 -0.706616   -0.81099635 -0.37513143
  2.0339735  -0.22837943  0.83015496  0.2560599   0.2251205   0.47188208
 -1.1877675  -0.99497575 -1.3048275  -1.1203305  -1.0091212   1.8887348
  1.6005715   0.23207514 -0.74918175  0.29538935 -1.4961911  -0.39420456
  1.3001188   1.703303    2.7069921   0.34565586]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/iconography/i - 437.jpeg,"[ 2.2296462   0.55197245  0.9702216  -0.27034125  0.08817256 -0.4943105
 -0.6442998   0.875758    0.46091667 -1.4972479  -0.06402785 -0.9475884
 -1.3240306  -0.6644147  -0.37291956 -0.84482545 -0.24965557 -0.16554692
  0.99091876 -0.7543054   0.22844408  0.41010237  0.5622515   0.87828636
 -1.2140864  -1.2365531  -0.68402535 -1.2303107  -1.3155776   1.1355053
  0.58967125  0.2663534  -1.1635609   0.17033713 -0.9872071  -1.0976033
  1.3168236   1.8916647   2.3058891   1.2995021 ]"
